#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
1,"Barfuß am Klavier","AnnenMayKantereit",66,103,"cologne indie, german singer-songwriter","Classical, Pop","Alles nix konkretes",2016-03-18,03:15,52,27,89,2,21,0,10,-12,C Major,4,2024-01-15,4kr64ggr6ALZGxnkGdhK7b,"Vertigo Berlin",8B,,https://i.scdn.co/image/ab67616d0000485153368d5c0af58c7a9000ea4a
2,"Nur zu Besuch","Lina Maly",49,78,"german singer-songwriter","Pop","Nur zu Besuch",2016-08-26,03:24,58,47,36,0,28,0,0,-10,C Major,4,2024-01-15,3ziZ5RDa0q6XAfj40bWsKV,"WM Germany",8B,https://p.scdn.co/mp3-preview/56b1a7979a5bd316c8097577898e54d2eb214244?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485171dd89a4d8778883590a9163
3,"High Hopes","Kodaline",69,77,"irish pop, modern rock","Pop, Rock","In A Perfect World (Expanded Edition)",2013-06-17,03:50,49,49,58,0,22,0,10,-6,E Major,4,2024-01-15,6KkyuDhrEhR5nJVKtv9mCf,"B-Unique/RCA",12B,https://p.scdn.co/mp3-preview/a5dd20f0ba725852659f05d83b98a489ba18e611?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513e42854096da9a3b1ca901c9
4,"9 Crimes","Damien Rice",62,136,"irish rock, irish singer-songwriter, neo mellow, singer-songwriter","Rock, Folk/Acoustic","9",2006-11-06,03:37,35,14,91,0,12,0,0,-15,C Major,4,2024-01-15,5GZEeowhvSieFDiR8fQ2im,"14th Floor Records",8B,https://p.scdn.co/mp3-preview/8d2365ec45c9ec1a0e61792fae4b662d3d8ec8b4?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851822529ba4d82fad5467fb378
5,"Wait","M83",73,148,"french shoegaze, french synthpop, indietronica, metropopolis, neo-synthpop","Metal, Pop, Electronic","Hurry up, We're Dreaming",2011-10-17,05:43,43,23,20,13,8,0,0,-11,D Major,4,2024-01-15,01Q3OyB05mLgH01fpdAMPP,"M83 Recording Inc",10B,https://p.scdn.co/mp3-preview/6e8a4504d2a4b0cf92fd19f2807e0179c897a17a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b3591763154a27326b3f431a
6,"No Surprises","Radiohead",85,76,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock","Rock, Folk/Acoustic","OK Computer",1997-05-28,03:49,26,39,6,0,12,0,10,-11,F Major,4,2024-01-15,10nyNJ6zNy2YVYLrcwLccB,"XL Recordings",7B,https://p.scdn.co/mp3-preview/969161ef645e3e89a4ee8a0274013dae480a9e2d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c8b444df094279e70d0ed856
7,"Paint","The Paper Kites",63,77,"acoustic pop, australian indie folk, indie anthem-folk, indie folk, stomp and flutter, stomp and holler","Pop, Folk/Acoustic","Young North",2012-09-07,03:11,55,30,89,0,40,0,10,-13,E Major,4,2024-01-15,5Ewz5ms8XpjtkihWFLnJJs,"The Paper Kites",12B,https://p.scdn.co/mp3-preview/c21c3af562281442583df14d79802765e67007af?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851975114142a52b6ca7ef981c4
8,"Nachts wach","Miksu / Macloud,makko",1,136,"german hip hop","Hip Hop","Nachts wach",2022-07-08,02:58,72,68,58,0,63,20,30,-7,F#/G♭ Minor,4,2024-01-15,0g2leZuI3jD5pRsrRIDvYe,"FUTURA",11A,,https://i.scdn.co/image/ab67616d00004851f94d5223ca4f723935b59ae4
9,"Look After You","The Fray",77,78,"neo mellow, piano rock, pop, pop rock","Folk/Acoustic, Rock, Pop","How To Save A Life",2005-09-13,04:26,45,59,6,0,28,0,10,-3,F#/G♭ Minor,4,2024-01-15,5l6hpyTGBK0LAAxgPnqTQL,"Epic",11A,https://p.scdn.co/mp3-preview/74dca102d659f4c73988b7ad189182bda3a87d1e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485159b8b957f164ce660919f1f4
10,"Beige","Yoke Lore",76,168,"nyc pop","Pop","Goodpain",2017-06-16,03:24,43,68,38,7,22,10,10,-8,A#/B♭ Major,4,2024-01-15,7uYQELhe7g6QLIzZDOlhbW,"Big Indie Records",6B,https://p.scdn.co/mp3-preview/6548c53f9f8c797db847fc6de624934979ea484c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f471411c4c4cc6e17d0bb759
11,"Mind Over Matter","Young the Giant",77,155,"indietronica, modern alternative rock, modern rock, pov: indie, stomp and holler","Pop, Rock, Folk/Acoustic","Mind Over Matter",2014-01-17,04:04,47,76,0,0,29,0,10,-4,C Major,4,2024-01-15,5Az8KU81g2aLBbJN67F2CI,"Fueled By Ramen",8B,https://p.scdn.co/mp3-preview/a6a91cd13a21097f9b7c1f98711bd499648a68d2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515d1a1b0e0f3e0fc586393092
12,"The Kill","Thirty Seconds To Mars",82,183,"modern rock, post-grunge","Rock, Metal","A Beautiful Lie",2005-01-01,03:51,18,91,0,0,29,0,50,-4,E Minor,3,2024-01-15,0lP4HYLmvowOKdsQ7CVkuq,"Virgin Records",9A,,https://i.scdn.co/image/ab67616d00004851865b538169f199dac610b854
13,"Atlantis","Seafret",87,166,"folk-pop","Pop","Tell Me It's Real (Expanded Edition)",2016-01-29,03:49,40,48,5,0,21,0,10,-8,G#/A♭ Minor,4,2024-01-15,1Fid2jjqsHViMX6xNH70hE,"Sweet Jane Recordings",1A,https://p.scdn.co/mp3-preview/2097364ff6c9f41d658ea1b00a5e2153dc61144b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518c33272a7c77042f5eb39d75
14,"My Repair","Sons Of The East",60,124,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Already Gone",2015-11-06,03:05,57,65,24,0,45,0,10,-8,D Major,4,2024-01-15,4dxzf0bWuBb0AYs25VNL3y,"Sons Of The East Music",10B,https://p.scdn.co/mp3-preview/916604e6c5c06e092bd3d90ffd6e3a1c772390e9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513fa6d99966946fa8ae906399
15,"These Days","Nico",66,93,"experimental, melancholia, singer-songwriter","Rock, Folk/Acoustic","Chelsea Girl",1967-10-09,03:30,40,13,99,31,21,0,10,-18,F Major,4,2024-01-15,3uCkIqD0VzQUijbs8WIizs,"Universal Records",7B,,https://i.scdn.co/image/ab67616d00004851b1235c0092f6658466e96819
16,"Chalk","Blanco White",45,120,"british singer-songwriter, indie anthem-folk, indie folk","Folk/Acoustic","The Wind Rose EP",2016-02-05,03:49,64,37,80,0,54,0,10,-12,A Minor,4,2024-01-15,0LH4c2sJ2OranHI6bOb6CN,"Yucatan Records",8A,https://p.scdn.co/mp3-preview/9ccd9e1f1c13e5c74d6f9fe08e4298d9e52f887a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510b379e6cf1e3146adc8ee291
17,"La Petite Mort","Cœur De Pirate",0,186,"french pop, nouvelle chanson francaise","Pop, World/Traditional","Blonde",2011-01-01,03:45,26,37,88,0,28,0,30,-7,E Minor,3,2024-01-15,57rmDI7iA8OIpzY9hGghEA,"Universal Music Division Virgin Music",9A,,https://i.scdn.co/image/ab67616d0000485171ad4e27893b8e8584114cea
18,"I Love You - Acoustic","Woodkid",48,134,"chamber pop","Pop","Run Boy Run",2013-01-01,04:48,25,30,89,0,11,0,10,-11,F Minor,4,2024-01-15,47sP9utcdOeL1zD6mEeFiU,"Island Records",4A,,https://i.scdn.co/image/ab67616d0000485192a47aa8ff0e14d2ebc2b74d
19,"Pieces","Sum 41",73,100,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock","Metal, Pop, Rock","Chuck",2004-10-12,03:02,46,83,1,0,60,0,10,-5,F Major,4,2024-01-15,1ibeKVCiXORhvUpMmtsQWq,"Island Records",7B,,https://i.scdn.co/image/ab67616d00004851cb38dd3dba8a0801bc1ee03a
20,"Rescue","Lauren Daigle",75,93,"ccm, christian alternative rock, christian music","Pop, Rock","Look Up Child",2018-09-07,03:35,29,24,78,0,11,0,10,-8,F#/G♭ Major,4,2024-01-15,7r9kOxiNDnkAg5QKqtyjVk,"Centricity Music/Warner Records",2B,https://p.scdn.co/mp3-preview/55eac0b8eef3cb984793d9ead7de11f6dbf201f7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f450251e05b9ab74d11d9e53
21,"Grow into Love","Half Moon Run",55,96,"canadian indie, indie folk, quebec indie","Rock, Folk/Acoustic","Seasons of Change",2020-07-17,02:42,63,53,28,0,37,0,10,-9,G Major,3,2024-01-15,52AthVA2opex8NcLSwtO8n,"Glassnote Music LLC",9B,https://p.scdn.co/mp3-preview/94b788e90beb6941e9df4ba4520ffa99fd2a04e7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851194901ceb0626d78b238ca09
22,"Nobody Knows","The Lumineers",60,82,"folk-pop, modern rock, neo mellow, stomp and holler","Pop, Rock, Folk/Acoustic","Pete's Dragon (Original Motion Picture Soundtrack)",2016-08-12,03:08,63,38,76,0,20,0,10,-13,A Major,4,2024-01-15,7A0FGrZsLgOUmeNtMTnt4z,"Walt Disney Records",11B,,https://i.scdn.co/image/ab67616d000048512ae27cc6d91ecd074807db6d
23,"Nothing Comes Easy (Unplugged)","Sons Of The East",33,118,"australian indie folk, folk-pop","Folk/Acoustic, Pop","Nothing Comes Easy (Unplugged)",2019-11-22,03:29,71,34,88,0,50,0,10,-8,C Major,4,2024-01-15,3gl2AfR37XiOJAyqTNNWcN,"Sons Of The East Music",8B,https://p.scdn.co/mp3-preview/9fd1690f3417e5ff396a1cadd6c2220fc2c59121?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513cfc1eb060a2263e44cb4413
24,"You're Somebody Else - Acoustic","flora cash",56,206,"indie pop, scandipop, swedish indie folk","Pop, Folk/Acoustic","You're Somebody Else (Acoustic)",2018-07-24,03:39,38,25,93,0,37,0,10,-10,C♯/D♭ Major,4,2024-01-15,536vha5aAUhlb50NGDfzfa,"Bee & El/RCA Records",3B,https://p.scdn.co/mp3-preview/2c96304e9a77196000c18730fff7c5ab620bf0b6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517542263f44d0ae98b5f848e3
25,"Don't Let Me","Morningsiders",63,200,"folk-pop","Pop","A Little Lift",2019-03-29,03:03,47,64,22,0,71,0,10,-6,D Major,4,2024-01-15,5Vnny8AlKRnPZ3wQNouf2T,"Nettwerk Music Group",10B,https://p.scdn.co/mp3-preview/a76d91dcefb153635307113946f044638ebf8fad?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517105f9660776b78725524aae
26,"Life Is Suffering","Susto",46,80,"deep new americana, south carolina indie","Country, Folk/Acoustic","Time in the Sun",2021-10-29,03:04,66,58,43,0,55,0,10,-8,E Major,4,2024-01-15,43Rh4q9wWgIEETAt0F2zCu,"New West Records",12B,https://p.scdn.co/mp3-preview/dd59d4e5ba3fb38a24ea48a74a37b50ddfefd8f9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b8fd5833ff07658d59009851
27,"Louise","Mipso",54,90,"new americana, north carolina roots, progressive bluegrass, stomp and holler","Folk/Acoustic, Country","Dark Holler Pop",2013-10-26,04:24,63,35,72,0,52,0,10,-11,A#/B♭ Major,4,2024-01-15,6iAu1ZHWQT8VmSQWZM40m7,"MIPSO",6B,https://p.scdn.co/mp3-preview/f1eba9e1b4bc821e1daeb3bc770978f5dabff45d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518cb0b2fa694d667c024302ff
28,"Alone","Heart",74,175,"album rock, classic rock, glam metal, hard rock, heartland rock, mellow gold, new wave pop, rock, singer-songwriter, soft rock","Rock, Metal, Pop, Folk/Acoustic","Bad Animals",1987-06-06,03:38,42,45,64,0,17,0,10,-13,C♯/D♭ Major,4,2024-01-15,54b8qPFqYqIndfdxiLApea,"Capitol Records",3B,,https://i.scdn.co/image/ab67616d0000485109467e05060a265e54c5b2b3
29,"Hope","Lucidious",49,124,"","","Enough",2019-09-10,04:18,57,57,66,0,19,0,10,-7,G Major,4,2024-01-15,5bSAdLJoGokZhXM0JmlOkO,"2SIDED Records",9B,https://p.scdn.co/mp3-preview/a07239ef8dc92ace74d9787a67b487f4b920de19?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485140424dc9063882a303cc2ee2
30,"I Don't Want to Be","Gavin DeGraw",66,155,"neo mellow, pop rock","Folk/Acoustic, Rock","Chariot",2003-07-21,03:37,42,86,1,0,46,0,10,-5,C Minor,4,2024-01-15,4vl2zwXsTmAxgu9iY0g6UK,"J Records",5A,https://p.scdn.co/mp3-preview/5580cfd3b1ecc2fc414a677b78684a2fa966e567?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485173e05d44cf2a571ccbc16e60
31,"They Were Starting to Like Me","David Hirschfelder",35,115,"oceania soundtrack, soundtrack","Easy listening","The Dressmaker (Original Motion Picture Soundtrack)",2015-11-15,02:16,21,7,97,92,23,0,10,-23,G Minor,3,2024-01-15,6eRHvspzrZ4UWITb2DIEa3,"David Hirschfelder",6A,https://p.scdn.co/mp3-preview/307c6a92e1a6556d20a2cfd33883da6bae822301?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851edb1ec484040608e6d238c1d
32,"Umbrella","The Baseballs",48,106,"neo-rockabilly","Rock","Strike!",2009-00-00,03:06,65,88,44,0,95,0,10,-4,A#/B♭ Major,4,2024-01-15,6evNakVewSYjoUmEIEEHLi,"JMC Music/WM Germany",6B,https://p.scdn.co/mp3-preview/f2a07cd8533eac9216b8e46fc3e1b284ec315291?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851db30277692828afc2fc094f0
33,"This Is Love","The Hunts",35,89,"folk-pop, hampton roads indie","Pop, Folk/Acoustic","Those Younger Days",2015-06-09,03:43,61,48,4,0,34,0,0,-7,G Major,4,2024-01-15,0du9w3e8Xkrbl2b7SyZ6Ma,"Cherrytree Records/Kierszenbaum",9B,,https://i.scdn.co/image/ab67616d000048513da2877e1fc49bfc647fc9db
