time;temperature_2m_C;relative_humidity_2m_percentage;rain_mm;cloud_cover_percentage;sunshine_duration_s
2023-06-18T07:00;19.3;58;0.00;7;3600.00
2023-06-18T08:00;22.0;50;0.00;4;3600.00
2023-06-18T09:00;24.7;43;0.00;18;3600.00
2023-06-18T10:00;27.1;36;0.00;30;3600.00
2023-06-18T11:00;28.9;29;0.00;30;3600.00
2023-06-18T12:00;29.8;27;0.00;30;3600.00
2023-06-18T13:00;30.4;26;0.00;31;3600.00
2023-06-18T14:00;30.9;26;0.00;11;3600.00
2023-06-18T15:00;31.3;25;0.00;14;3600.00
2023-06-18T16:00;31.6;25;0.00;22;3600.00
2023-06-18T17:00;31.7;26;0.00;24;3600.00
2023-06-18T18:00;31.0;29;0.00;58;3600.00
2023-06-18T19:00;29.4;30;0.00;89;3600.00
2023-06-18T20:00;27.4;34;0.00;88;0.00
2023-06-18T21:00;26.9;34;0.00;90;0.00
2023-06-18T22:00;25.7;47;0.00;90;0.00
2023-06-18T23:00;24.9;43;0.00;28;0.00
2023-06-19T00:00;22.9;49;0.00;32;0.00
2023-06-19T01:00;21.0;66;0.00;18;0.00
2023-06-19T02:00;20.7;70;0.00;60;0.00
2023-06-19T03:00;21.4;66;0.00;63;0.00
2023-06-19T04:00;21.0;69;0.00;40;0.00
2023-06-19T05:00;20.7;75;0.00;74;0.00
2023-06-19T06:00;20.9;77;0.00;85;1580.45
2023-06-19T07:00;21.5;75;0.00;82;2998.67
2023-06-19T08:00;21.7;75;0.00;70;0.00
2023-06-19T09:00;23.3;66;0.00;74;3600.00
2023-06-19T10:00;23.7;64;0.00;82;3600.00
2023-06-19T11:00;24.4;61;0.00;44;2831.24
2023-06-19T12:00;26.9;51;0.00;76;3600.00
2023-06-19T13:00;28.8;47;0.00;65;3600.00
2023-06-19T14:00;28.6;46;0.00;100;3600.00
2023-06-19T15:00;28.6;46;0.00;100;3600.00
2023-06-19T16:00;28.2;47;0.10;100;3600.00
2023-06-19T17:00;23.7;74;2.80;52;3600.00
2023-06-19T18:00;23.3;77;0.50;29;2137.69
2023-06-19T19:00;23.3;76;0.00;6;3600.00
2023-06-19T20:00;22.3;82;0.00;41;3393.67
2023-06-19T21:00;21.2;90;0.00;42;0.00
2023-06-19T22:00;20.7;93;0.00;35;0.00
2023-06-19T23:00;20.4;92;0.00;31;0.00
2023-06-20T00:00;20.0;90;0.00;31;0.00
2023-06-20T01:00;20.6;90;0.00;85;0.00
2023-06-20T02:00;19.8;93;5.30;100;0.00
2023-06-20T03:00;19.7;93;1.00;50;0.00
2023-06-20T04:00;19.4;95;0.00;9;0.00
2023-06-20T05:00;18.7;95;0.00;29;0.00
2023-06-20T06:00;20.2;95;0.00;17;3600.00
2023-06-20T07:00;21.5;80;0.00;7;3600.00
2023-06-20T08:00;22.8;73;0.00;28;3600.00
2023-06-20T09:00;24.7;64;0.00;28;3600.00
2023-06-20T10:00;26.6;57;0.00;11;3600.00
2023-06-20T11:00;28.5;46;0.00;4;3600.00
2023-06-20T12:00;30.0;39;0.00;11;3600.00
2023-06-20T13:00;31.8;34;0.00;37;3600.00
2023-06-20T14:00;32.5;32;0.00;40;3600.00
2023-06-20T15:00;32.8;30;0.00;36;3600.00
2023-06-20T16:00;32.8;31;0.00;35;3600.00
2023-06-20T17:00;30.4;39;0.40;72;3600.00
2023-06-20T18:00;28.1;48;0.10;77;0.00
2023-06-20T19:00;25.5;62;0.10;90;1965.42
2023-06-20T20:00;23.4;71;0.00;90;0.00
2023-06-20T21:00;23.4;73;0.00;63;0.00
2023-06-20T22:00;22.7;77;0.00;38;0.00
2023-06-20T23:00;21.6;83;0.00;39;0.00
2023-06-21T00:00;21.0;87;0.00;47;0.00
2023-06-21T01:00;21.0;84;0.00;42;0.00
2023-06-21T02:00;20.4;89;0.00;36;0.00
2023-06-21T03:00;20.2;89;0.00;38;0.00
2023-06-21T04:00;19.9;90;0.00;90;0.00
2023-06-21T05:00;20.1;89;0.00;80;0.00
2023-06-21T06:00;20.4;89;0.00;39;0.00
2023-06-21T07:00;21.9;83;0.00;51;3600.00
2023-06-21T08:00;23.3;73;0.00;82;3600.00
2023-06-21T09:00;24.2;65;0.10;34;3600.00
2023-06-21T10:00;25.1;58;0.00;52;3600.00
2023-06-21T11:00;26.0;56;0.10;74;3600.00
2023-06-21T12:00;25.3;60;0.00;34;2116.26
2023-06-21T13:00;27.0;52;0.00;83;3600.00
2023-06-21T14:00;27.5;50;0.00;30;3600.00
2023-06-21T15:00;28.3;47;0.00;31;3600.00
2023-06-21T16:00;28.8;45;0.00;32;3600.00
2023-06-21T17:00;28.7;44;0.00;38;3600.00
2023-06-21T18:00;27.4;49;0.00;35;329.54
2023-06-21T19:00;26.9;59;0.00;14;1043.45
2023-06-21T20:00;25.5;68;0.00;31;3425.20
2023-06-21T21:00;23.7;66;0.00;31;0.00
2023-06-21T22:00;22.6;70;0.00;32;0.00
2023-06-21T23:00;22.1;76;0.00;41;0.00
2023-06-22T00:00;21.7;80;0.50;89;0.00
2023-06-22T01:00;21.6;83;0.30;31;0.00
2023-06-22T02:00;20.7;87;0.00;47;0.00
2023-06-22T03:00;20.4;87;0.00;22;0.00
2023-06-22T04:00;19.7;87;0.00;27;0.00
2023-06-22T05:00;19.5;88;0.00;26;0.00
2023-06-22T06:00;20.3;85;0.00;29;3600.00
2023-06-22T07:00;22.1;79;0.00;30;3600.00
2023-06-22T08:00;24.2;71;0.00;30;3600.00
2023-06-22T09:00;26.1;63;0.00;30;3600.00
2023-06-22T10:00;28.0;55;0.00;27;3600.00
2023-06-22T11:00;29.3;52;0.00;77;3600.00
2023-06-22T12:00;29.0;53;0.00;36;2968.45
2023-06-22T13:00;32.2;44;0.00;47;3600.00
2023-06-22T14:00;24.4;77;5.40;67;3600.00
2023-06-22T15:00;24.6;78;1.00;32;0.00
2023-06-22T16:00;27.1;67;0.00;64;3600.00
2023-06-22T17:00;28.1;52;1.70;50;3600.00
2023-06-22T18:00;27.4;57;0.00;35;3600.00
2023-06-22T19:00;26.8;57;0.00;54;3600.00
2023-06-22T20:00;25.3;59;0.00;40;1061.24
2023-06-22T21:00;23.4;65;0.00;55;0.00
2023-06-22T22:00;21.9;69;0.00;100;0.00
2023-06-22T23:00;21.1;72;0.00;100;0.00
2023-06-23T00:00;20.6;75;0.00;100;0.00
2023-06-23T01:00;18.9;90;0.00;100;0.00
2023-06-23T02:00;18.2;90;1.00;100;0.00
2023-06-23T03:00;17.9;90;0.70;85;0.00
2023-06-23T04:00;17.7;88;0.10;69;0.00
2023-06-23T05:00;17.4;89;0.00;57;0.00
2023-06-23T06:00;17.6;88;0.00;40;1627.00
2023-06-23T07:00;18.5;83;0.30;46;3600.00
2023-06-23T08:00;19.7;73;0.30;21;3600.00
2023-06-23T09:00;21.2;63;0.20;20;3600.00
2023-06-23T10:00;22.6;55;0.00;27;3600.00
2023-06-23T11:00;24.0;45;0.00;34;3600.00
2023-06-23T12:00;24.2;43;0.10;46;3600.00
2023-06-23T13:00;25.6;38;0.20;23;3600.00
2023-06-23T14:00;26.2;36;0.00;16;3600.00
2023-06-23T15:00;26.8;32;0.00;31;3600.00
2023-06-23T16:00;26.0;32;0.00;31;3600.00
2023-06-23T17:00;24.9;39;0.00;45;2523.05
2023-06-23T18:00;24.3;43;0.00;23;3600.00
2023-06-23T19:00;23.2;48;0.00;25;3600.00
2023-06-23T20:00;21.6;56;0.00;15;3445.76
2023-06-23T21:00;20.2;58;0.00;1;0.00
2023-06-23T22:00;18.1;70;0.00;0;0.00
2023-06-23T23:00;19.1;61;0.00;1;0.00
2023-06-24T00:00;19.4;59;0.00;0;0.00
2023-06-24T01:00;15.5;80;0.00;14;0.00
2023-06-24T02:00;14.5;82;0.00;12;0.00
2023-06-24T03:00;14.1;85;0.00;26;0.00
2023-06-24T04:00;16.4;71;0.00;26;0.00
2023-06-24T05:00;15.3;79;0.00;8;0.00
2023-06-24T06:00;16.9;74;0.00;0;3600.00
2023-06-24T07:00;19.1;68;0.00;0;3600.00
2023-06-24T08:00;21.2;61;0.00;0;3600.00
2023-06-24T09:00;23.1;55;0.00;0;3600.00
2023-06-24T10:00;24.6;48;0.00;0;3600.00
2023-06-24T11:00;25.8;43;0.00;7;3600.00
2023-06-24T12:00;26.9;39;0.00;24;3600.00
2023-06-24T13:00;27.8;35;0.00;31;3600.00
2023-06-24T14:00;28.7;32;0.00;37;3600.00
2023-06-24T15:00;28.8;32;0.00;42;3600.00
2023-06-24T16:00;28.5;32;0.00;1;3600.00
2023-06-24T17:00;27.7;32;0.00;5;3600.00
2023-06-24T18:00;27.3;33;0.00;2;3600.00
2023-06-24T19:00;26.1;38;0.00;8;3600.00
2023-06-24T20:00;24.0;45;0.00;4;3453.06
2023-06-24T21:00;21.5;53;0.00;1;0.00
2023-06-24T22:00;20.6;55;0.00;0;0.00
2023-06-24T23:00;19.7;56;0.00;0;0.00
2023-06-25T00:00;19.1;58;0.00;0;0.00
2023-06-25T01:00;19.0;61;0.00;0;0.00
2023-06-25T02:00;17.0;71;0.00;0;0.00
2023-06-25T03:00;16.7;72;0.00;0;0.00
2023-06-25T04:00;16.2;73;0.00;0;0.00
2023-06-25T05:00;15.9;75;0.00;0;0.00
2023-06-25T06:00;17.4;72;0.00;0;3589.57
2023-06-25T07:00;19.7;66;0.00;0;3600.00
2023-06-25T08:00;22.3;59;0.00;0;3600.00
2023-06-25T09:00;24.7;52;0.00;0;3600.00
2023-06-25T10:00;26.5;44;0.00;0;3600.00
2023-06-25T11:00;27.9;35;0.00;0;3600.00
2023-06-25T12:00;28.6;33;0.00;0;3600.00
2023-06-25T13:00;30.0;28;0.00;0;3600.00
2023-06-25T14:00;30.3;28;0.00;0;3600.00
2023-06-25T15:00;30.6;27;0.00;0;3600.00
2023-06-25T16:00;30.7;27;0.00;0;3600.00
2023-06-25T17:00;30.6;27;0.00;0;3600.00
2023-06-25T18:00;30.1;30;0.00;0;3600.00
2023-06-25T19:00;28.7;48;0.00;0;3600.00
2023-06-25T20:00;25.4;55;0.00;0;3456.87
2023-06-25T21:00;22.3;57;0.00;0;0.00
2023-06-25T22:00;20.5;61;0.00;0;0.00
2023-06-25T23:00;19.4;60;0.00;2;0.00
2023-06-26T00:00;18.7;61;0.00;0;0.00
2023-06-26T01:00;19.4;60;0.00;0;0.00
2023-06-26T02:00;19.1;65;0.00;0;0.00
2023-06-26T03:00;18.6;68;0.00;0;0.00
2023-06-26T04:00;18.4;68;0.00;0;0.00
2023-06-26T05:00;18.8;68;0.00;0;0.00
2023-06-26T06:00;20.3;66;0.00;0;3568.64
2023-06-26T07:00;22.1;63;0.00;9;3600.00
2023-06-26T08:00;24.4;56;0.00;3;3600.00
2023-06-26T09:00;25.8;50;0.00;11;3600.00
2023-06-26T10:00;26.9;49;0.00;27;3600.00
2023-06-26T11:00;28.4;43;0.00;9;3600.00
2023-06-26T12:00;29.4;38;0.00;9;3600.00
2023-06-26T13:00;29.9;37;0.00;27;3600.00
2023-06-26T14:00;30.0;34;0.00;22;3600.00
2023-06-26T15:00;29.4;30;0.00;30;3600.00
2023-06-26T16:00;28.5;24;0.00;30;3600.00
2023-06-26T17:00;27.2;26;0.00;30;3600.00
2023-06-26T18:00;26.1;32;0.00;21;3600.00
2023-06-26T19:00;25.1;36;0.00;10;3600.00
2023-06-26T20:00;23.4;39;0.00;26;3457.83
2023-06-26T21:00;21.9;42;0.00;30;0.00
2023-06-26T22:00;20.6;47;0.00;32;0.00
2023-06-26T23:00;20.5;47;0.00;74;0.00
2023-06-27T00:00;20.2;47;0.00;100;0.00
2023-06-27T01:00;18.8;56;0.00;60;0.00
2023-06-27T02:00;18.5;60;0.00;81;0.00
2023-06-27T03:00;19.1;55;0.00;80;0.00
2023-06-27T04:00;18.7;58;0.00;89;0.00
2023-06-27T05:00;17.8;69;0.00;85;0.00
2023-06-27T06:00;18.5;62;0.00;92;241.56
2023-06-27T07:00;19.3;55;0.00;100;3600.00
2023-06-27T08:00;20.3;51;0.00;58;3600.00
2023-06-27T09:00;21.1;47;0.00;55;3600.00
2023-06-27T10:00;22.0;44;0.00;72;3600.00
2023-06-27T11:00;22.9;41;0.00;100;3600.00
2023-06-27T12:00;23.0;40;0.00;92;3147.22
2023-06-27T13:00;23.4;35;0.00;89;2603.64
2023-06-27T14:00;23.9;34;0.00;76;659.21
2023-06-27T15:00;23.6;35;0.00;91;0.00
2023-06-27T16:00;23.7;36;0.00;91;0.00
2023-06-27T17:00;23.9;34;0.00;86;1413.17
2023-06-27T18:00;23.8;33;0.00;69;0.00
2023-06-27T19:00;23.2;35;0.00;40;17.41
2023-06-27T20:00;22.0;38;0.00;28;1454.58
2023-06-27T21:00;20.3;43;0.00;60;0.00
2023-06-27T22:00;19.8;46;0.00;63;0.00
2023-06-27T23:00;19.2;48;0.00;86;0.00
2023-06-28T00:00;19.4;48;0.00;68;0.00
2023-06-28T01:00;18.0;65;0.00;86;0.00
2023-06-28T02:00;18.9;54;0.00;94;0.00
2023-06-28T03:00;18.0;64;0.10;98;0.00
2023-06-28T04:00;17.6;70;0.00;79;0.00
2023-06-28T05:00;17.6;69;0.00;100;0.00
2023-06-28T06:00;18.2;63;0.00;88;0.00
2023-06-28T07:00;19.1;58;0.00;66;600.36
2023-06-28T08:00;19.6;56;0.00;62;0.00
2023-06-28T09:00;20.5;52;0.00;24;3200.56
2023-06-28T10:00;22.1;48;0.00;50;3600.00
2023-06-28T11:00;23.1;44;0.00;100;3600.00
2023-06-28T12:00;23.2;44;0.00;100;1511.25
2023-06-28T13:00;24.2;41;0.00;100;1570.68
2023-06-28T14:00;24.8;40;0.00;67;2265.51
2023-06-28T15:00;24.9;40;0.00;62;1281.40
2023-06-28T16:00;25.1;39;0.00;64;0.00
2023-06-28T17:00;25.1;40;0.00;61;258.48
2023-06-28T18:00;24.8;41;0.00;62;0.00
2023-06-28T19:00;24.2;43;0.00;0;2037.45
2023-06-28T20:00;22.5;50;0.00;5;3451.88
2023-06-28T21:00;21.3;52;0.00;17;0.00
2023-06-28T22:00;20.5;55;0.00;8;0.00
2023-06-28T23:00;19.4;59;0.00;8;0.00
2023-06-29T00:00;18.7;60;0.00;0;0.00
2023-06-29T01:00;17.3;71;0.00;1;0.00
2023-06-29T02:00;16.4;73;0.00;1;0.00
2023-06-29T03:00;15.6;76;0.00;2;0.00
2023-06-29T04:00;14.9;79;0.00;2;0.00
2023-06-29T05:00;14.9;81;0.00;12;0.00
2023-06-29T06:00;16.7;73;0.00;3;3492.89
2023-06-29T07:00;19.1;67;0.00;2;3600.00
2023-06-29T08:00;21.8;59;0.00;5;3600.00
2023-06-29T09:00;24.2;49;0.00;1;3600.00
2023-06-29T10:00;25.8;43;0.00;8;3600.00
2023-06-29T11:00;26.9;40;0.00;24;3600.00
2023-06-29T12:00;27.8;37;0.00;39;3600.00
2023-06-29T13:00;27.4;41;0.00;65;3600.00
2023-06-29T14:00;26.9;46;0.00;57;3600.00
2023-06-29T15:00;26.2;49;0.00;40;3600.00
2023-06-29T16:00;26.4;47;0.00;50;3600.00
2023-06-29T17:00;26.9;45;0.00;34;3600.00
2023-06-29T18:00;26.7;46;0.00;23;3600.00
2023-06-29T19:00;25.6;49;0.00;35;3600.00
2023-06-29T20:00;23.7;61;0.00;56;2445.03
2023-06-29T21:00;24.1;53;0.00;69;0.00
2023-06-29T22:00;22.1;67;0.00;50;0.00
2023-06-29T23:00;21.6;67;0.00;51;0.00
2023-06-30T00:00;20.3;77;0.00;42;0.00
2023-06-30T01:00;20.5;76;0.00;46;0.00
2023-06-30T02:00;18.5;85;0.00;41;0.00
2023-06-30T03:00;18.0;88;0.00;38;0.00
2023-06-30T04:00;18.8;83;0.00;63;0.00
2023-06-30T05:00;18.9;85;0.00;62;0.00
2023-06-30T06:00;18.4;87;0.10;71;0.00
2023-06-30T07:00;18.9;85;0.10;62;0.00
2023-06-30T08:00;19.1;85;0.40;100;0.00
2023-06-30T09:00;19.7;83;0.30;74;0.00
2023-06-30T10:00;21.4;71;0.10;99;3600.00
2023-06-30T11:00;22.5;68;0.20;100;3600.00
2023-06-30T12:00;23.0;65;0.10;100;353.28
2023-06-30T13:00;20.6;83;2.00;100;104.01
2023-06-30T14:00;20.3;83;3.70;100;3600.00
2023-06-30T15:00;21.8;74;0.40;57;3600.00
2023-06-30T16:00;22.7;68;0.00;100;3600.00
2023-06-30T17:00;21.7;74;0.50;86;2117.65
2023-06-30T18:00;21.2;75;0.30;64;3600.00
2023-06-30T19:00;20.7;79;0.00;38;3600.00
2023-06-30T20:00;19.7;84;0.00;37;2244.21
2023-06-30T21:00;19.1;79;0.00;31;0.00
2023-06-30T22:00;18.9;75;0.00;70;0.00
2023-06-30T23:00;18.0;85;0.10;64;0.00
2023-07-01T00:00;17.9;85;0.00;69;0.00
2023-07-01T01:00;17.2;67;0.00;2;0.00
2023-07-01T02:00;16.2;74;0.00;4;0.00
2023-07-01T03:00;16.0;81;0.00;8;0.00
2023-07-01T04:00;15.7;85;0.00;8;0.00
2023-07-01T05:00;15.8;87;0.00;25;0.00
2023-07-01T06:00;16.8;83;0.00;26;3429.80
2023-07-01T07:00;17.9;72;0.00;15;3600.00
2023-07-01T08:00;19.1;62;0.00;29;3600.00
2023-07-01T09:00;20.3;55;0.00;27;3600.00
2023-07-01T10:00;21.9;48;0.00;100;3600.00
2023-07-01T11:00;21.2;53;0.00;100;3600.00
2023-07-01T12:00;21.6;53;0.00;100;696.88
2023-07-01T13:00;22.8;49;0.00;100;238.75
2023-07-01T14:00;21.4;58;0.70;71;1620.16
2023-07-01T15:00;22.1;55;0.00;100;3600.00
2023-07-01T16:00;21.6;58;0.00;100;3600.00
2023-07-01T17:00;21.0;63;0.00;100;0.00
2023-07-01T18:00;20.3;70;0.10;100;0.00
2023-07-01T19:00;20.0;74;0.10;46;0.00
2023-07-01T20:00;19.9;73;0.20;39;2636.87
2023-07-01T21:00;19.4;75;0.00;100;0.00
2023-07-01T22:00;19.3;76;0.10;38;0.00
2023-07-01T23:00;18.6;81;0.00;43;0.00
2023-07-02T00:00;17.6;86;0.00;26;0.00
2023-07-02T01:00;17.4;91;0.00;100;0.00
2023-07-02T02:00;17.1;91;0.00;100;0.00
2023-07-02T03:00;16.9;91;0.00;100;0.00
2023-07-02T04:00;17.0;89;0.00;92;0.00
2023-07-02T05:00;16.6;87;0.00;29;0.00
2023-07-02T06:00;16.6;77;0.00;4;3394.72
2023-07-02T07:00;17.2;69;0.00;0;3600.00
2023-07-02T08:00;18.3;62;0.00;4;3600.00
2023-07-02T09:00;19.6;53;0.00;98;3600.00
2023-07-02T10:00;20.1;54;0.00;100;3196.68
2023-07-02T11:00;21.4;47;0.00;100;3600.00
2023-07-02T12:00;21.9;47;0.00;24;3600.00
2023-07-02T13:00;23.5;42;0.00;32;3600.00
2023-07-02T14:00;23.9;39;0.00;23;3600.00
2023-07-02T15:00;24.4;36;0.00;16;3600.00
2023-07-02T16:00;25.1;33;0.00;38;3600.00
2023-07-02T17:00;24.7;33;0.00;29;3600.00
2023-07-02T18:00;23.8;34;0.00;39;3600.00
2023-07-02T19:00;22.0;44;0.00;8;3600.00
2023-07-02T20:00;20.5;47;0.00;8;3411.45
2023-07-02T21:00;19.2;50;0.00;17;0.00
2023-07-02T22:00;17.5;57;0.00;25;0.00
2023-07-02T23:00;16.8;60;0.00;10;0.00
2023-07-03T00:00;15.9;64;0.00;8;0.00
2023-07-03T01:00;17.4;59;0.00;26;0.00
2023-07-03T02:00;16.8;60;0.00;84;0.00
2023-07-03T03:00;17.3;58;0.00;16;0.00
2023-07-03T04:00;16.3;62;0.00;13;0.00
2023-07-03T05:00;15.8;66;0.00;2;0.00
2023-07-03T06:00;16.4;67;0.00;8;3357.42
2023-07-03T07:00;17.6;65;0.00;11;3600.00
2023-07-03T08:00;18.7;57;0.00;42;3600.00
2023-07-03T09:00;19.6;52;0.00;12;3600.00
2023-07-03T10:00;20.5;49;0.00;100;3600.00
2023-07-03T11:00;20.3;51;0.00;100;0.00
2023-07-03T12:00;21.4;48;0.00;42;3600.00
2023-07-03T13:00;23.1;41;0.00;73;3600.00
2023-07-03T14:00;23.1;41;0.00;65;3600.00
2023-07-03T15:00;22.4;45;0.00;72;3600.00
2023-07-03T16:00;21.5;52;0.00;45;0.00
2023-07-03T17:00;22.3;50;0.00;100;3600.00
2023-07-03T18:00;22.0;50;0.00;73;1922.41
2023-07-03T19:00;20.8;57;0.00;74;2463.72
2023-07-03T20:00;17.8;79;0.40;71;0.00
2023-07-03T21:00;17.4;84;1.20;100;0.00
2023-07-03T22:00;17.3;87;0.30;33;0.00
2023-07-03T23:00;16.8;89;0.00;16;0.00
2023-07-04T00:00;16.4;90;0.00;6;0.00
2023-07-04T01:00;17.4;82;0.00;9;0.00
2023-07-04T02:00;16.6;85;0.00;0;0.00
2023-07-04T03:00;16.1;86;0.00;17;0.00
2023-07-04T04:00;15.8;87;0.00;6;0.00
2023-07-04T05:00;15.3;91;0.00;29;0.00
2023-07-04T06:00;16.4;84;0.10;4;3318.01
2023-07-04T07:00;18.0;78;0.00;1;3600.00
2023-07-04T08:00;19.4;71;0.00;0;3600.00
2023-07-04T09:00;20.8;60;0.00;16;3600.00
2023-07-04T10:00;21.8;52;0.00;50;3600.00
2023-07-04T11:00;22.5;48;0.10;46;3600.00
2023-07-04T12:00;23.4;45;0.00;45;3600.00
2023-07-04T13:00;24.8;39;0.00;39;3600.00
2023-07-04T14:00;25.5;36;0.00;31;3600.00
2023-07-04T15:00;25.9;35;0.00;53;3600.00
2023-07-04T16:00;25.9;37;0.00;49;3600.00
2023-07-04T17:00;25.1;40;0.00;31;3600.00
2023-07-04T18:00;24.3;42;0.00;48;3600.00
2023-07-04T19:00;22.0;58;0.10;52;2878.87
2023-07-04T20:00;20.6;68;0.10;56;2231.00
2023-07-04T21:00;19.2;78;0.40;70;0.00
2023-07-04T22:00;19.0;82;0.30;34;0.00
2023-07-04T23:00;18.3;84;0.00;23;0.00
2023-07-05T00:00;18.5;80;0.00;27;0.00
2023-07-05T01:00;19.4;72;0.00;39;0.00
2023-07-05T02:00;17.6;84;0.20;91;0.00
2023-07-05T03:00;16.5;91;3.80;98;0.00
2023-07-05T04:00;17.5;84;0.20;79;0.00
2023-07-05T05:00;17.2;86;0.10;100;0.00
2023-07-05T06:00;17.0;89;3.20;100;0.00
2023-07-05T07:00;16.5;94;0.80;100;781.31
2023-07-05T08:00;17.1;82;0.20;100;0.00
2023-07-05T09:00;16.9;73;0.00;83;1240.30
2023-07-05T10:00;18.1;66;0.00;14;3600.00
2023-07-05T11:00;19.8;56;0.00;13;3600.00
2023-07-05T12:00;20.8;48;0.00;9;3600.00
2023-07-05T13:00;22.0;43;0.00;22;3600.00
2023-07-05T14:00;22.4;39;0.00;30;3600.00
2023-07-05T15:00;22.6;37;0.00;33;3600.00
2023-07-05T16:00;22.7;35;0.00;43;3600.00
2023-07-05T17:00;22.4;35;0.00;17;3600.00
2023-07-05T18:00;21.2;39;0.00;4;3600.00
2023-07-05T19:00;20.7;42;0.00;8;3600.00
2023-07-05T20:00;18.8;50;0.00;17;3356.16
2023-07-05T21:00;16.1;63;0.00;43;0.00
2023-07-05T22:00;16.7;59;0.00;86;0.00
2023-07-05T23:00;16.4;60;0.00;7;0.00
2023-07-06T00:00;15.3;65;0.00;5;0.00
2023-07-06T01:00;15.0;69;0.00;34;0.00
2023-07-06T02:00;14.2;77;0.00;15;0.00
2023-07-06T03:00;14.1;78;0.00;20;0.00
2023-07-06T04:00;13.4;82;0.00;77;0.00
2023-07-06T05:00;13.1;87;0.00;10;0.00
2023-07-06T06:00;14.8;79;0.00;7;3233.24
2023-07-06T07:00;16.7;72;0.00;1;3600.00
2023-07-06T08:00;18.6;64;0.00;0;3600.00
2023-07-06T09:00;20.1;57;0.00;18;3600.00
2023-07-06T10:00;21.1;51;0.00;25;3600.00
2023-07-06T11:00;22.1;46;0.00;12;3600.00
2023-07-06T12:00;23.1;43;0.00;5;3600.00
2023-07-06T13:00;24.3;37;0.00;23;3600.00
2023-07-06T14:00;24.8;35;0.00;23;3600.00
2023-07-06T15:00;24.8;34;0.00;5;3600.00
2023-07-06T16:00;25.0;33;0.00;4;3600.00
2023-07-06T17:00;25.2;32;0.00;4;3600.00
2023-07-06T18:00;25.0;33;0.00;2;3600.00
2023-07-06T19:00;23.7;56;0.00;1;3600.00
2023-07-06T20:00;20.7;58;0.00;1;3332.98
2023-07-06T21:00;18.8;54;0.00;8;0.00
2023-07-06T22:00;18.8;48;0.00;5;0.00
2023-07-06T23:00;17.6;51;0.00;5;0.00
2023-07-07T00:00;16.3;56;0.00;3;0.00
2023-07-07T01:00;15.1;73;0.00;3;0.00
2023-07-07T02:00;13.9;77;0.00;1;0.00
2023-07-07T03:00;13.3;79;0.00;0;0.00
2023-07-07T04:00;13.1;79;0.00;0;0.00
2023-07-07T05:00;13.2;78;0.00;0;0.00
2023-07-07T06:00;14.5;73;0.00;0;3188.11
2023-07-07T07:00;17.0;66;0.00;0;3600.00
2023-07-07T08:00;19.7;58;0.00;0;3600.00
2023-07-07T09:00;22.5;51;0.00;0;3600.00
2023-07-07T10:00;25.3;44;0.00;2;3600.00
2023-07-07T11:00;27.5;38;0.00;6;3600.00
2023-07-07T12:00;28.7;35;0.00;4;3600.00
2023-07-07T13:00;30.4;28;0.00;1;3600.00
2023-07-07T14:00;31.2;27;0.00;0;3600.00
2023-07-07T15:00;31.5;25;0.00;1;3600.00
2023-07-07T16:00;31.5;25;0.00;16;3600.00
2023-07-07T17:00;31.2;26;0.00;25;3600.00
2023-07-07T18:00;30.5;30;0.00;14;3600.00
2023-07-07T19:00;28.8;31;0.00;13;3600.00
2023-07-07T20:00;27.0;28;0.00;20;3307.43
2023-07-07T21:00;25.4;28;0.00;16;0.00
2023-07-07T22:00;23.8;34;0.00;4;0.00
2023-07-07T23:00;22.9;39;0.00;2;0.00
2023-07-08T00:00;22.6;42;0.00;29;0.00
2023-07-08T01:00;24.3;35;0.00;3;0.00
2023-07-08T02:00;21.0;43;0.00;27;0.00
2023-07-08T03:00;21.0;46;0.00;2;0.00
2023-07-08T04:00;19.6;52;0.00;0;0.00
2023-07-08T05:00;18.6;56;0.00;0;0.00
2023-07-08T06:00;20.0;54;0.00;8;3141.27
2023-07-08T07:00;21.5;56;0.00;30;3600.00
2023-07-08T08:00;22.8;53;0.00;35;3600.00
2023-07-08T09:00;24.9;52;0.00;46;3600.00
2023-07-08T10:00;27.0;49;0.00;33;3600.00
2023-07-08T11:00;29.1;41;0.00;56;3600.00
2023-07-08T12:00;30.1;38;0.00;2;3600.00
2023-07-08T13:00;31.6;32;0.00;20;3600.00
2023-07-08T14:00;31.7;31;0.00;3;3600.00
2023-07-08T15:00;32.0;30;0.00;2;3600.00
2023-07-08T16:00;32.1;30;0.00;3;3600.00
2023-07-08T17:00;32.0;30;0.00;3;3600.00
2023-07-08T18:00;31.4;33;0.00;5;3600.00
2023-07-08T19:00;29.8;39;0.00;3;3600.00
2023-07-08T20:00;27.6;41;0.00;4;3279.51
2023-07-08T21:00;25.4;48;0.00;14;0.00
2023-07-08T22:00;24.5;51;0.00;15;0.00
2023-07-08T23:00;24.8;51;0.00;12;0.00
2023-07-09T00:00;24.0;54;0.00;21;0.00
2023-07-09T01:00;22.1;68;0.00;26;0.00
2023-07-09T02:00;21.3;71;0.00;28;0.00
2023-07-09T03:00;20.3;75;0.00;17;0.00
2023-07-09T04:00;19.8;76;0.00;14;0.00
2023-07-09T05:00;20.2;74;0.00;9;0.00
2023-07-09T06:00;21.6;72;0.00;3;3092.85
2023-07-09T07:00;23.6;65;0.00;12;3600.00
2023-07-09T08:00;26.1;59;0.00;2;3600.00
